STATUS,CONTAIN,DATE,CAPS_COUNT,WORDS,NUMBER_COUNTS,CAPS_RATIO,NUMBER_RATIO,TIME,TIME_OF_DAY,NIGHT
ham,"Hi Tiara, Ayo lebih hemat menggunakan Uber dengan potongan 50% untuk 10 perjalananmu minggu ini. Ayo cek aplikasimu sekarang! http://t.uber.com/nguber",9/28/2017 10:45,0,22,2,0,0.090909091,10,DAY,FALSE
ham,"Pagi, sy dr GOJEK sedang menuju kesana.  Trims :-)",12/14/2017 8:57,1,8,0,0.125,0,8,MORNING,FALSE
ham,"Go Mobile
21Jul17 08:53
7458576811
Transfer Dana
D 0076078351xxx0
C 49085722688068
GOPAY TIAR
IDR 200,000.00
Sukses.",7/21/2017 8:53,3,17,4,0.176470588,0.235294118,8,MORNING,FALSE
spam,Ayo klaim saldo PayPro Rp22.500 kamu untuk beli pulsa lagi. Registrasi dan download aplikasi PayPro di http://bit.ly/2yBmkJp. Info: http://im3.do/PayPro PAI14,11/16/2017 11:27,1,25,0,0.04,0,11,DAY,FALSE
ham,"try luckya.shinyapps.io/sp500_explr but not sure

should be in this drive in capstone sheet, the signal is so bad
https://docs.google.com/spreadsheets/d/1cYF6zzE_kPffhgqnmZrdbD051OfSBl7P53mWf_q2tnA/edit?usp=drivesdk",3/15/2018 11:09,0,27,0,0,0,11,DAY,FALSE
spam,Isi ulang Rp50000.0 berhasil. Kode transaksi 66310321460399. Yuk registrasi ulang kartu AXIS kamu! Kirim SMS ke 4444 dgn format : ULANG#NIK#No.KK,3/21/2018 12:29,4,22,2,0.181818182,0.090909091,12,DAY,FALSE
spam,"awas ketinggalan iRing Ayu Ting Ting-Kamu Kamu Kamu (DM17), Rp.0,1 lho.Lngsung bls YA aja ya!",9/24/2017 13:53,2,17,0,0.117647059,0,13,DAY,FALSE
ham,De  beliin makanan kucing,3/26/2018 12:57,0,4,0,0,0,12,DAY,FALSE
ham,"saya di bukit permai cibubur blok B6/2, bapak masih jauh ya?",5/5/2017 7:36,0,12,1,0,0.083333333,7,MORNING,FALSE
ham,mba war di rumah ada paket buat aku?,8/3/2017 10:35,0,8,0,0,0,10,DAY,FALSE
ham,"10/07/2017 16:47 Pada No. Rek 378088918 ada dana keluar sebesar Rp 250.000,00. Saldo akhir: Rp 1.674.183,00.Berita: TRANSFER KE SMS.",7/10/2017 16:48,3,23,6,0.130434783,0.260869565,16,DAY,FALSE
spam,"LUCKY BRONET 24Jam 8GB cuma Rp50rb di RAWIT besok!!Beli promonya di *123*888# /AXISnet, ada BONUS 1GB stlh pembelian, berlaku di semua Jaringan!Info838.AXIS007",2/20/2018 17:24,7,26,2,0.269230769,0.076923077,17,DAY,FALSE
spam,Nikmati diskon 25% di Kenny Rogers setiap hari! Khusus pengguna TCASH TAP! Dptkn stiker TCASH TAP di GraPARI terdekat. S&K berlaku. Info tsel.me/tappromo,2/23/2017 8:10,4,25,1,0.16,0.04,8,MORNING,FALSE
ham,TOP GOPAY CUSTOMER 085722688068 200000 ,2/4/2018 13:18,3,5,2,0.6,0.4,13,DAY,FALSE
spam,Masukan Username & Password ini di aplikasi Spotify. Username:085722688068 Password:1khF1SpC Mohon lgsg ganti alamat email & password di aplikasi Spotify.,2/17/2017 11:52,0,20,1,0,0.05,11,DAY,FALSE
spam,"Main-main cm di *463*10#, Download dan nikmati Game Tom & Jerry: Mouse Maze,Cookie Crush Match 3,Lara Croft: Relic Run dll  Rp.5500/mgg #refDB2",8/5/2017 11:49,0,27,4,0,0.148148148,11,DAY,FALSE
ham,Sdh sampai mana?,10/29/2017 20:38,0,3,0,0,0,20,NIGHT,TRUE
spam,"Freedom Combo semakin lengkap! Nikmati BONUS KUOTA sd 10GB di semua jaringan, Apps Tanpa Kuota, DataRollover, Unlimited Nelp sesama.Info *123# atau im3.do/NV",11/27/2017 9:52,4,24,1,0.166666667,0.041666667,9,MORNING,FALSE
ham,"ok, dandan dulu bntar",11/1/2017 8:44,0,4,0,0,0,8,MORNING,FALSE
spam,Update myCare menjadi myIM3 & dptkn extra bonus 500MB YouTube. Download di http://bit.ly/myim3ytb skrg & aktifkn pktnya di menu Direkomendasikan Utk Anda.,9/10/2017 13:19,1,22,0,0.045454545,0,13,DAY,FALSE
spam,PAKET BRONET 24JAM 100MB 1hr kamu akan segera aktif. Temukan PROMO menarik AXIS di aplikasi AXISnet. Sekarang AXIS sudah 4G Ready lho! Info838,3/29/2018 10:26,7,23,0,0.304347826,0,10,DAY,FALSE
spam,Mau kumpul santai bareng teman-teman saat weekend? Ayo janjian di Yakun Kaya Toast. Diskon 20% pakai DOMPETKU! Info klik di http://bit.ly/dmpyakun MFI2,3/17/2017 11:45,2,25,1,0.08,0.04,11,DAY,FALSE
ham,Otw ti ?,12/29/2017 19:17,0,2,0,0,0,19,NIGHT,TRUE
spam,"Buy 1 Get 1 FREE semua varian di Coco Tea! Tiap Kamis&Jumat, khusus pengguna TCASH TAP. S&K Berlaku. Info tsel.me/tappromo",3/9/2017 8:30,3,23,2,0.130434783,0.086956522,8,MORNING,FALSE
ham,usage,11/16/2017 8:45,0,1,0,0,0,8,MORNING,FALSE
ham,"iya dr indah, saya rumahnya di bukit permai. Jadi saya kalau weekday kerja, pulangnya malam jam 8 kira-kira baru sampai rumah. Kalau dipanggil gt bisa malam ngga ya? atau lebih baik saya titipin ke yg jaga rumah aja, saya tinggalin notes buat keluhan per kucingnya?",2/20/2017 17:15,0,46,1,0,0.02173913,17,DAY,FALSE
ham,"Iya, tp nanti beres dari kampus",12/27/2017 11:00,0,6,0,0,0,11,DAY,FALSE
ham,Dmn ti ?,7/24/2017 16:42,0,2,0,0,0,16,DAY,FALSE
spam,Terus nikmati paket internet terbaik AXIS! Pastikan pulsa kamu min45rb ya untuk perpanjangan paket otomatis 2 hari lagi. Info838 ,2/14/2018 19:01,1,19,1,0.052631579,0.052631579,19,NIGHT,TRUE
ham,pagi bisa ya?,3/8/2017 22:03,0,3,0,0,0,22,NIGHT,TRUE
ham,22/12/2017 15:26:57 Ref 1222047598 Passcode 4679 untuk LOGIN Go Mobile CIMB Niaga. Passcode bersifat RAHASIA. Jangan beri ke siapapun!,12/22/2017 15:26,3,23,8,0.130434783,0.347826087,15,DAY,FALSE
ham,"pak, saya di happy juice jl margonda ya, yg dkt belokan ke st. pondok cina",5/22/2017 19:36,0,15,0,0,0,19,NIGHT,TRUE
spam,"maaf baru saya kabarin,kalau kontraknya masih mau diteruskan bayar sama H.edi,no hpnya.081527744899.soalnya sudah sya jual atau pindah tangan ke beliau.",2/13/2018 1:32,0,24,1,0,0.041666667,1,MORNING,FALSE
spam,"awas ketinggalan iRing Isyana Sarasvati feat. Gamaliel-Terpesona, Rp.0,1 lho.Lngsung bls YA aja ya!",10/19/2017 13:33,1,15,0,0.066666667,0,13,DAY,FALSE
ham,saya di dah di bwh JPO,3/16/2017 9:14,1,6,0,0.166666667,0,9,MORNING,FALSE
spam,Promo BRONET 24Jam 5GB 30hr hny Rp45.900 dg akses *123*888# / app AXISnet dr HP di RABU RAWIT hari ini!! Klaim BONUS 1GB setelah pembelian!! Info838. AXIS007,3/14/2018 13:00,8,27,2,0.296296296,0.074074074,13,DAY,FALSE
ham,SAL,12/27/2017 10:52,1,1,0,1,0,10,DAY,FALSE
spam,"Ayo tukarkan Poin Senyum kamu dg pilihan Paket layanan (Nelp,SMS, Internetan atau Masa Aktif) sblm 31 Des 2017 via *123*7887#. Cek poin: ketik POIN ke 7887",12/22/2017 12:36,2,28,5,0.071428571,0.178571429,12,DAY,FALSE
spam,"Cerita CINTA di film drama emang bikin baper. Tapi kamu juga bisa dapat tips cinta lho di *123*563# . Tarif Rp2.200/SMS, 3SMS/minggu. Info: 02158908230. DSI9",4/2/2018 13:24,4,27,3,0.148148148,0.111111111,13,DAY,FALSE
spam,"Nonton film favorit di IFLIX,bebas biaya langganan utk AXISers!!Pake BRONET 24Jam 2GB Rp24.900 buat nonton,beli di *123*888# hny di RABU RAWIT.Info838.AXIS007",2/7/2018 10:08,5,26,2,0.192307692,0.076923077,10,DAY,FALSE
spam,SELAMAT. GRATIS Nelpon SEPUASNYA Ke Semua No Indosat SEHARIAN bisa Kamu Nikmati. Ketik IM3LuvU kirim ke 919 sebelum 4 Des 2017 #IM3LuvU,12/3/2017 8:30,4,22,3,0.181818182,0.136363636,8,MORNING,FALSE
spam,Gratis biaya admin untuk bayar tagihan listrik / beli token listrik pakai  TCASH!  Akses melalui *800#  atau aplikasi TWALLET. SKB. Download di  tsel.me/twallet,2/24/2017 13:39,3,23,1,0.130434783,0.043478261,13,DAY,FALSE
spam,"AGAR TDK DIBLOKIR,sgr registrasi ulang kartu prabayar Anda.Tlp dan SMS keluar diblokir mulai 1-31 Maret 2018.Ketik ULANG#NIK#No.KK SMS ke 4444.Info 838",3/17/2018 12:26,7,27,5,0.259259259,0.185185185,12,DAY,FALSE
ham,pak saya di mom's bakery,4/1/2017 8:19,0,5,0,0,0,8,MORNING,FALSE
ham,"oiya ya? haha aku aja lupa
0378088918 an Tiara Dwiputri",8/7/2017 18:52,0,10,1,0,0.1,18,NIGHT,TRUE
ham,Sekarang sudah di ariobimo,11/7/2017 21:04,0,4,0,0,0,21,NIGHT,TRUE
ham,Proses PEMBLOKIRAN bg yg blm REGISTRASI sdg berjalan. SEGERA  REGISTRASI ULANG. Dptkan BONUS 10GB+Nelpon&SMS sepuasnya u/3hr. Ketik ULANG#NIK#No.KK# SMS ke4444,3/20/2018 14:48,11,25,0,0.44,0,14,DAY,FALSE
ham,Santai,11/27/2017 9:50,0,1,0,0,0,9,MORNING,FALSE
ham,ok pak saya di pintu keluar ariobimo ya,12/6/2017 20:24,0,8,0,0,0,20,NIGHT,TRUE
spam,Isi pulsa IM3Ooredoo Rp100rb s.d Rp1jt hari Senin & Selasa di Bank CIMB Niaga dpt bonus pulsa. Tgl 18Sept-26Des2017. Info www.indosatooredoo.com/promoniaga CMI2,10/16/2017 12:09,2,23,0,0.086956522,0,12,DAY,FALSE
ham,"30/11/2017 10:48 Pada No. Rek 378088918 ada dana masuk sebesar Rp 2.483.870,00. Saldo akhir: Rp 2.587.208,00.Berita: 046 ALGORITMA DATA  Salary Algoritma 112017",11/30/2017 10:49,2,26,8,0.076923077,0.307692308,10,DAY,FALSE
spam,"iRing keren cuman buat km, Nilam Gamma1 & Danang-PANAH ASMARA,Rp.0,1/3hr prpnjngan Rp.3190 dengan hnya bls YA lho!",11/20/2017 13:41,3,21,1,0.142857143,0.047619048,13,DAY,FALSE
spam,Cuma Rp5rb bisa Internetan 1GB dgn masa berlaku 7 Hari khusus buat Kamu! Asyik kan? Ayo buruan ketik D2 dan kirim ke 929 (penawaran berlaku sd 050418,4/4/2018 8:21,1,27,3,0.037037037,0.111111111,8,MORNING,FALSE
spam,BARU! OBROL Sepuasnya 24 Jam ke sesama IM3 Ooredoo. Ayo daftar paketnya di *123*999# atau di MyIM3,1/24/2018 19:02,3,18,3,0.166666667,0.166666667,19,NIGHT,TRUE
ham,"Go Mobile
14Aug17 09:41
7705783644
Transfer Dana
D 0076078351xxx0
C 49085722688068
GOPAY TIAR
IDR 100,000.00
Sukses.",8/14/2017 9:41,3,17,4,0.176470588,0.235294118,9,MORNING,FALSE
spam,"AGAR TIDAK DIBLOKIR, segera registrasi ulang kartu prabayar Anda. Telepon & SMS keluar diblokir mulai 1-31 Maret 2018. Ketik: ULANG#NIK#nomorKK#  SMS ke 4444",3/21/2018 14:20,7,25,4,0.28,0.16,14,DAY,FALSE
spam,Sisa kuota 11 MB.Beli pkt Internet TERBAIK dr IM3 ooredoo di *123# atau myIM3 http:// im3.do/m3 .Kelebihan pemakaian dikenakan tarif perKB,3/3/2018 0:56,2,23,2,0.086956522,0.086956522,0,MORNING,FALSE
ham,"Aspen residence apartment tower A pak, nanti masuk ke loby nya aja dari sebelah mall one bell park yg ada pos nya",7/18/2017 13:45,0,22,0,0,0,13,DAY,FALSE
ham,Pembelian item dari Spotify Premium seharga Rp. 49990 (belum termasuk PPN) telah berhasil. CS: s.fortumo.com/spotify,12/7/2017 22:03,2,16,1,0.125,0.0625,22,NIGHT,TRUE
spam,Isi ulang Rp50000.0 berhasil. Kode transaksi 55310202518712. Yuk registrasi ulang kartu AXIS kamu! Kirim SMS ke 4444 dgn format : ULANG#NIK#No.KK,2/2/2018 8:16,4,22,2,0.181818182,0.090909091,8,MORNING,FALSE
spam,Buruan aktifkan paket internet cepat Telkomsel hanya Rp8ribu dengan kuota mulai dari 500MB khusus Sabtu & Minggu. Aktifkan Paketnya di *363#.SKB,2/26/2017 7:24,2,21,1,0.095238095,0.047619048,7,MORNING,FALSE
ham,Selamat Anda mendapatkan perlindungan dari PasarPolis.com. Segera daftar di http://bit.ly/2jY1FnY  Gratis tiket nonton utk 500 pendaftar pertama. Info S&K 14041,2/27/2017 14:37,0,23,2,0,0.086956522,14,DAY,FALSE
spam,"Untuk internetan lebih nyaman, gunakan jaringan4G IndosatOoredoo. Nikmati Penawaran paket TERBAIK hanya di  *123# atau myIM3 http://im3.do/m3",12/20/2017 10:20,1,20,1,0.05,0.05,10,DAY,FALSE
ham,Terima kasih Tn/Ny Tiara atas pembayaran E2PAYDTR780A1ECTTX sebesar Rp.112.000.OTP (checkin loket): 317602.Cek email utk tiket elektroniknya.,2/4/2018 12:08,2,20,2,0.1,0.1,12,DAY,FALSE
ham,"Maaf, Anda tidak diperkenankan untuk mengikuti paket ini. Info detail www.indosatooredoo.com atau hub : 185",11/1/2017 9:41,0,14,1,0,0.071428571,9,MORNING,FALSE
ham,"loh saya kan ga pesen makaroni basah? bukannya asin kering lv4, keju kering lv 2, sama otak2 lv 3 ya?",3/10/2017 18:50,0,20,2,0,0.1,18,NIGHT,TRUE
spam,PAKET BRONET 24JAM 5GB sudah aktif. Nikmati kuota 5GB berlaku di 00.00-23.59 aktif s.d 27-05-2018.Temukan PROMO menarik AXIS di aplikasi AXISnet! Info838,3/29/2018 12:33,7,26,5,0.269230769,0.192307692,12,DAY,FALSE
ham," maaf mba tlg dibntu di cancel,
sya mau gnti helm sma jaket dahulu,
soalnya helm nya basah mba.
terima kasih.",11/29/2017 19:56,0,20,0,0,0,19,NIGHT,TRUE
ham,"pak, saya tunggu di upnormal ya nanti, pakai kerudung merah",4/7/2017 9:29,0,10,0,0,0,9,MORNING,FALSE
ham,Aku jd ga enak loh,12/30/2017 10:24,0,5,0,0,0,10,DAY,FALSE
ham,"Registrasi paket Anda sedang diproses. Pastikan settingan APN: indosatgprs. User, passwd & proxy dikosongkan. Restart HP Anda setelah registrasi berhasil.",12/25/2017 12:19,2,19,0,0.105263158,0,12,DAY,FALSE
spam,"Isi pulsa IM3 Ooredoo Rp150rb, Rp250rb, dan Rp500rb di Bank CIMB Niaga dapat bonus pulsa. Periode 1Mei-31Juli 2017. Info: im3ooredoo.com/promoniaga CMI3",7/12/2017 12:08,3,23,1,0.130434783,0.043478261,12,DAY,FALSE
spam,"Pelanggan Yth, Pulsa Anda tdk mencukupi. Tersedia PULSA SIAGA utk Anda, pembyran dilakukan saat isi pulsa, hub *911# atau bls SMS ini ktk 0",3/13/2018 19:23,3,24,2,0.125,0.083333333,19,NIGHT,TRUE
ham,sians text ULANG#NIK#No.KK# to 4444.Foreigners bring Passport,4/23/2018 9:12,2,10,1,0.2,0.1,9,MORNING,FALSE
ham,Kamu blm REG. Segera REGISTRASI ULANG.Pemblokiran mulai Senin 26Mar18.Ketik ULANG#NIK#No.KK# SMS ke 4444. Dptkn BNS 10GB+Nelp&SMS sepuasnya. Abaikan jk sdh REG,3/25/2018 14:07,9,26,1,0.346153846,0.038461538,14,DAY,FALSE
ham,Bpk OTW ya,3/25/2018 21:37,1,3,0,0.333333333,0,21,NIGHT,TRUE
spam,LAPER? Pakai PAYPRO tiap hr Rabu di McDonalds. Dapet DISKON hingga 25rb!cukup dgn *123*4# atau aplikasi myIM3 http://im3.do/ipp1122 MAI1,11/22/2017 20:04,4,24,2,0.166666667,0.083333333,20,NIGHT,TRUE
ham,"wah oke dok, terima kasih banyak ya",3/15/2017 7:16,0,7,0,0,0,7,MORNING,FALSE
ham,Dd sdh sampai?di sangk hujan besar dari jam 1,9/24/2017 15:02,0,10,1,0,0.1,15,DAY,FALSE
spam,"Mau dapat rezeki yang berkah cara Aa Gym? Tekan *123*503*7#. Tarif Rp2.200/SMS, 3SMS/minggu. Info: 0213145715 bit.ly/QUTAaG SPI9",2/6/2018 16:25,3,22,4,0.136363636,0.181818182,16,DAY,FALSE
ham,Ya ada ,10/29/2017 10:40,0,2,0,0,0,10,DAY,FALSE
spam,Paket kamu akan diperpanjang otomatis HARI INI ke PAKET BRONET 24JAM 100MB 1hr Rp3500. Pastikan pulsa kamu min5rb ya. Info838,3/6/2018 17:38,6,20,0,0.3,0,17,DAY,FALSE
ham,"KITABISA.COM: Donasi #331963 telah lewat batas waktu. Jika SUDAH TRANSFER atau ingin BERDONASI ULANG, klik https://ktbs.in/e2x8v",3/12/2017 7:45,5,18,1,0.277777778,0.055555556,7,MORNING,FALSE
spam,"Dapatkan tips seputar hubungan asmara langsung dari ahlinya! Tekan *123*554*6# . Tarif Rp2.200/SMS, 3SMS/minggu. Info: 08001009189. DSI4",3/19/2018 11:31,3,20,4,0.15,0.2,11,DAY,FALSE
spam,"AGAR TDK DIBLOKIR,sgr registrasi ulang kartu prabayar Anda.Tlp dan SMS keluar diblokir mulai 1-31 Maret 2018.Ketik ULANG#NIK#No.KK SMS ke 4444.Info 838",3/26/2018 16:38,7,27,5,0.259259259,0.185185185,16,DAY,FALSE
spam,"Pelanggan 085722688068, Kamu dapat 1 Pesan Chat. Hubungi *858*38# untuk baca. Pesan akan dihapus dlm 5 menit. Silakan hub *858*38# skrg",11/2/2017 11:16,0,23,7,0,0.304347826,11,DAY,FALSE
ham,(CITITRANS)CT: Pesanan anda tujuan Dipati Ukur-Fatmawati pd 2017-10-29 18:15:00 dgn no kursi 2 tercatat dgn kode booking BOAP17102158982,10/29/2017 10:20,3,24,7,0.125,0.291666667,10,DAY,FALSE
ham,"Pak, saya jadi ya pesenannya. Tolong martabak manisnya dipisah, yang pakai keju 1/2 nya aja. Jadi setengahnya coklat kacang keju, setengahnya coklat kacang aja",4/28/2017 17:11,0,25,2,0,0.08,17,DAY,FALSE
spam,"Simpan foto dan video kamu di Incloud, dan dapatkan gratis storage 25GB selama 6 bulan. Unduh aplikasinya sekarang di bit.ly/incloud2 SPI1",3/2/2017 12:22,2,22,1,0.090909091,0.045454545,12,DAY,FALSE
spam,Anda susah tidur? hubungi langsung  Dokter Ahli untuk konsultasi. Tekan *123*516*6# di ponsel anda  atau klik bit.ly/im3mH SPI1,2/12/2018 11:15,1,21,3,0.047619048,0.142857143,11,DAY,FALSE
ham,Iya masih di kampus hahaha,12/27/2017 12:36,0,5,0,0,0,12,DAY,FALSE
ham,"Dear aspen, Pesanan anda dengan nomor 224019451 di jd.id sudah ada di jasa pengiriman, untuk info, email cs@jd.id",12/15/2017 15:27,0,19,1,0,0.052631579,15,DAY,FALSE
ham,"Ok, ke psr minggu ya",9/24/2017 22:07,0,5,0,0,0,22,NIGHT,TRUE
ham,"15/07/2017 07:03 Informasi saldo rekening 378088918.Utk diproses,reply sms ini,ketik digit ke-6&5 PIN Anda",7/15/2017 7:03,1,21,8,0.047619048,0.380952381,7,MORNING,FALSE
ham,TRF 0305953425 50000,11/30/2017 12:32,1,3,2,0.333333333,0.666666667,12,DAY,FALSE
ham,"29/12/2017 11:09 Trf Rp 87000 ke 0327084946 an.Sdr   ERLANGGA.Utk diproses,reply sms ini,ketik digit ke-4&6 PIN Anda",12/29/2017 11:10,1,23,9,0.043478261,0.391304348,11,DAY,FALSE
ham,"Kamu belum trdaftar di Pkt Internet. Utk mnghindari tarif internet perKB, Aktifkan FREEDOMCOMBO! BONUS 4G, STREAM ON,UNLIMITED Nelp&SMS di *123# atau ",11/1/2017 9:29,6,23,1,0.260869565,0.043478261,9,MORNING,FALSE
spam,"iRing keren cuman buat km, Nella Kharisma ft Monata-Konco Mesra (AT17),Rp.0,1/3hr prpnjngan Rp.3190 dengan hnya bls YA lho!",11/26/2017 21:22,2,23,1,0.086956522,0.043478261,21,NIGHT,TRUE
spam,JobStreet.com: You've been invited by Boarding Labs for a career discussion. Respond via email or through www.jobstreet.com,8/1/2017 12:50,0,17,0,0,0,12,DAY,FALSE
spam,SPESIAL utk kamu pelanggan IM3Ooredoo! TANPA BIAYA LANGGANAN bisa nonton ratusan film box office & serial TV di iflix. Klik di im3.do/iflix PAI3,9/20/2017 11:09,6,24,0,0.25,0,11,DAY,FALSE
spam,Perpanjangan PAKET BRONET 24JAM 100MB 1hr Rp3500 tidak berhasil.Pulsa kartu AXISmu tidak cukup utk perpanjangan otomatis. Silakan Isi ulang kembali ya.Info838,3/10/2018 0:53,4,21,0,0.19047619,0,0,MORNING,FALSE
ham,BNI SMS BANKING:25/01/2018 08:49 TOP GOPAY CUSTOMER 085722688068 Nama:tiara Rp.100.000 Berhasil. Reff:593930,1/25/2018 8:49,6,18,8,0.333333333,0.444444444,8,MORNING,FALSE
ham,platnya?,10/31/2017 16:44,0,1,0,0,0,16,DAY,FALSE
ham,Iy...ditunggu ya sbntr...sy sdh di stopan pasirkoja..lg macet stopan,12/29/2017 17:46,0,12,0,0,0,17,DAY,FALSE
spam,"AGAR TIDAK DIBLOKIR, segera registrasi ulang kartu prabayar Anda. Telepon & SMS keluar diblokir mulai 1-31 Maret 2018. Ketik: ULANG#NIK#nomorKK#  SMS ke 4444",3/17/2018 11:49,7,25,4,0.28,0.16,11,DAY,FALSE
ham,"Selamaat pagi dari gojek
Saya sudah berada di one bellpark 
Posisinya dimana yaa mba?
Trimakasih",11/29/2017 8:54,0,15,0,0,0,8,MORNING,FALSE
ham,21/07/2017 08:53:18 Silakan gunakan passcode 7696 untuk Login Go Mobile CIMB Niaga. Passcode bersifat RAHASIA. Jangan memberitahukan kepada siapapun!,7/21/2017 8:53,2,23,7,0.086956522,0.304347826,8,MORNING,FALSE
spam,"Pelanggan Yth, utk peningkatan kualitas layanan, akan 
 dilakukan penataan frekuensi di area anda dalam 3 hari 
 kedepan. Mhn maaf atas ketidaknyamananny",2/5/2018 14:01,0,21,1,0,0.047619048,14,DAY,FALSE
spam,SisaKuota 97 MB. Beli EXTRA Kuota/Upgrade FREEDOMCOMBO! Nikmati apps TANPA KUOTA dan DATA ROLLOVER. Klebihan pakai tarif perKB. Tkn*123# atau im3.do/mc,7/19/2017 3:25,7,25,2,0.28,0.08,3,MORNING,FALSE
ham,lah sasa doang yang dateng lol,12/30/2017 9:36,0,6,0,0,0,9,MORNING,FALSE
ham,"Pulsa tdk ckp utk prpanjang.Utk tetap menggunakan internet.silakan daftar Pkt Internet 50MB Rp5,000/hari dgn Ketik Ya jika setuju atau tarif perKB",10/12/2017 16:33,1,22,0,0.045454545,0,16,DAY,FALSE
ham,Get new Samsung Disc 10%+Disc 200K+Cashback 200K+0% up to 24 mos till 31 Dec 17.Register w/ CIMB Niaga email at shop.samsung .com/id_epp/cimbniaga.TC Info 14041,12/15/2017 17:05,1,30,6,0.033333333,0.2,17,DAY,FALSE
ham,SAL,12/22/2017 13:38,1,1,0,1,0,13,DAY,FALSE
ham,Rukan Gunung Sahari Niaga,11/1/2017 9:57,0,4,0,0,0,9,MORNING,FALSE
ham,bro gi apa bro,12/9/2017 13:17,0,4,0,0,0,13,DAY,FALSE
ham,"15/12/2017 07:40 Trf Rp 37000 ke 0271528021 an.Sdri RENITA  L.Utk diproses,reply sms ini,ketik digit ke-6&5 PIN Anda",12/15/2017 7:41,2,24,9,0.083333333,0.375,7,MORNING,FALSE
ham,Gojek d tunggu otw penjemputan,12/9/2017 15:20,0,5,0,0,0,15,DAY,FALSE
ham,TOP GOPAY CUSTOMER 085722688068 200000 ,1/11/2018 21:08,3,5,2,0.6,0.4,21,NIGHT,TRUE
spam,Sisa kuota bonus 4G kamu 258 MB. Terus nikmati internetan di jaringan Indosat Ooredoo. Cek Kuota *123# atau http://im3.do/mc,8/13/2017 9:21,1,22,2,0.045454545,0.090909091,9,MORNING,FALSE
spam,TOPUP pulsa Rp 100000 berhasil via I-BANKING CIMB_NIAGA kode trx 0227101608023536. Pulsa anda saat ini Rp 100000. Terima kasih telah menggunakan INDOSAT OOREDOO,2/27/2017 10:16,5,24,3,0.208333333,0.125,10,DAY,FALSE
ham,Saya di pintu  masuk  saya mundur  ya bu? ,12/6/2017 20:29,0,8,0,0,0,20,NIGHT,TRUE
ham,oh bisa ya hari ini? boleh sih dok nanti dibilangin ke yang di rumah. Yang harus disiapin apa aja ya? Terus nanti untuk biayanya berapa dan gimana bayarnya?,3/15/2017 7:04,0,28,0,0,0,7,MORNING,FALSE
ham,sians text ULANG#NIK#No.KK# to 4444.Foreigners bring Passport,4/25/2018 12:08,2,10,1,0.2,0.1,12,DAY,FALSE
ham,TRF ANTARBANK 0140479086356 93000 ##,12/15/2017 7:44,2,4,2,0.5,0.5,7,MORNING,FALSE
spam,Sisa kuota bonus 4G kamu 26 MB. Terus nikmati internetan di jaringan Indosat Ooredoo. Cek Kuota *123# atau http://im3.do/mc,8/17/2017 18:49,1,22,2,0.045454545,0.090909091,18,NIGHT,TRUE
spam,"Mau nonton GRATIS DNCE, Raisa, Isyana, AmPm di Spotify On Stage concert? Segera download myIM3 hanya utk 200 org per hari. Dapatkan segera di im3.do/myIM3 PAI3",7/14/2017 13:57,3,28,1,0.107142857,0.035714286,13,DAY,FALSE
ham,Naik apa ?,4/23/2018 20:38,0,2,0,0,0,20,NIGHT,TRUE
ham,"Pak, saya dari sd coblong belok kiri, nanti di ujung jalan ya Pak",3/5/2017 7:57,0,13,0,0,0,7,MORNING,FALSE
ham,Hujan ngga?,4/23/2018 20:16,0,2,0,0,0,20,NIGHT,TRUE
spam,"Lebih hemat beli paket Freedom Combo 12GB di aplikasi myIM3, hanya Rp50ribu. Ayo download aplikasi myIM3 sekarang, klik http://bit.ly/myim3frm",11/24/2017 18:09,1,21,0,0.047619048,0,18,NIGHT,TRUE
ham,09/12/2017 10:07 TOP GOPAY CUSTOMER 085722688068 Nama:tiara Rp.100.000 ketik digit ke-1&4 PIN Anda,12/9/2017 10:07,4,19,9,0.210526316,0.473684211,10,DAY,FALSE
ham,No +6285721812244 tdk berhasil SMS kamu. Jgn sampai kamu melewatkan pesan darinya! Balas YA dgn biaya Rp 399. Info: *123*883#,12/9/2017 13:35,2,21,4,0.095238095,0.19047619,13,DAY,FALSE
ham,iya ku juga ditutup,10/31/2017 16:38,0,4,0,0,0,16,DAY,FALSE
spam,"Dapatkan harga spesial hanya untuk kamu, Rp5.000 bisa chatting sepuasnya seharian. Download aplikasi myIM3 dan beli paketnya sekarang, klik bit.ly/myim3 PAI11",3/12/2017 13:14,1,22,0,0.045454545,0,13,DAY,FALSE
ham,"oke, saya di aspen apartemen tower A, nanti masuk aja ke lobi ya",12/11/2017 9:00,0,13,0,0,0,9,MORNING,FALSE
ham,"Sahabat,mohon mencoba kembali registrasi pkt dgn kondisi Data/Internet OFF dan pastikan sisa pulsa diatas harga pkt yg dibeli. Info *123# atau http://im3.do/mc",9/24/2017 13:27,1,27,1,0.037037037,0.037037037,13,DAY,FALSE
ham,"17/01/2018 10:34 Pada No. Rek 378088918 ada dana keluar sebesar Rp 100.000,00. Saldo akhir: Rp 3.158.354,00.Berita: BILL PAYMENT  PENDING EPRS  NO  754613000703",1/17/2018 10:35,5,26,7,0.192307692,0.269230769,10,DAY,FALSE
ham,Ok.. D tggu ya kak,3/3/2017 8:19,0,5,0,0,0,8,MORNING,FALSE
ham,ini dijemput nggak?,3/25/2018 21:33,0,3,0,0,0,21,NIGHT,TRUE
